cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank,mandal,nearest_place,nearest_place_distance_km
C_050_161,79.656176,13.328439,0.5011,0.3699,0.6302,0.5033,High (Multi-Source Convergence),Q4: Higher Relative Stress,143,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_045_045,78.608022,13.373354,0.5011,0.3741,0.9424,0.187,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,144,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_082_051,78.661921,13.040978,0.5008,0.4997,1.0,0.0026,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,145,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_060_098,79.084129,13.238607,0.5008,0.6202,0.6798,0.2024,High (Multi-Source Convergence),Q4: Higher Relative Stress,146,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_063_067,78.805652,13.211658,0.5003,0.5,1.0,0.001,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,147,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_088_042,78.581073,12.987079,0.5002,0.5,1.0,0.0007,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,148,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_085_040,78.563106,13.014028,0.5001,0.5,1.0,0.0003,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,149,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_060_055,78.697854,13.238607,0.5001,0.4383,0.8526,0.2093,High (Multi-Source Convergence),Q4: Higher Relative Stress,150,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_116_006,78.257679,12.735551,0.5001,0.5,1.0,0.0003,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,151,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_084_044,78.599039,13.023011,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,152,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_081_042,78.581073,13.049961,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,153,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_082_041,78.57209,13.040978,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,154,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_086_045,78.608022,13.005045,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,155,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_082_040,78.563106,13.040978,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,156,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_087_044,78.599039,12.996062,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,157,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_080_041,78.57209,13.058944,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,158,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_081_041,78.57209,13.049961,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,159,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_082_050,78.652938,13.040978,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,160,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_080_040,78.563106,13.058944,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,161,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_077_066,78.796668,13.085893,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,162,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_073_069,78.823618,13.121826,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,163,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_117_005,78.248696,12.726567,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,164,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_082_042,78.581073,13.040978,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,165,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_081_040,78.563106,13.049961,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,166,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_084_045,78.608022,13.023011,0.5,0.4999,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,167,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_116_005,78.248696,12.735551,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,168,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_083_042,78.581073,13.031995,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,169,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_083_043,78.590056,13.031995,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,170,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_084_048,78.634972,13.023011,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,171,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_084_043,78.590056,13.023011,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,172,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_084_041,78.57209,13.023011,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,173,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_083_041,78.57209,13.031995,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,174,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_084_042,78.581073,13.023011,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,175,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_085_044,78.599039,13.014028,0.5,0.5,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,176,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_054_161,79.656176,13.292506,0.4999,0.2943,0.5477,0.6576,High (Multi-Source Convergence),Q4: Higher Relative Stress,177,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_046_165,79.692109,13.364371,0.4993,0.156,0.3725,0.9693,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,178,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_049_037,78.536157,13.337422,0.4992,0.466,0.9543,0.0773,High (Multi-Source Convergence),Q4: Higher Relative Stress,179,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_079_039,78.554123,13.067927,0.499,0.5,0.9969,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,180,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_052_035,78.518191,13.310472,0.498,0.4975,0.9272,0.0694,High (Multi-Source Convergence),Q4: Higher Relative Stress,181,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_054_152,79.575328,13.292506,0.4976,0.2628,0.8652,0.3648,High (Multi-Source Convergence),Q4: Higher Relative Stress,182,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_050_034,78.509207,13.328439,0.4976,0.4646,1.0,0.0282,High (Multi-Source Convergence),Q4: Higher Relative Stress,183,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_085_041,78.57209,13.014028,0.4976,0.5,0.9928,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,184,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_049_164,79.683126,13.337422,0.4973,0.1491,0.3429,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,185,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_044_043,78.590056,13.382338,0.4962,0.532,0.928,0.0288,High (Multi-Source Convergence),Q4: Higher Relative Stress,186,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_045_165,79.692109,13.373354,0.4961,0.2667,0.2217,1.0,High (Multi-Source Convergence),Q4: Higher Relative Stress,187,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_053_165,79.692109,13.301489,0.4956,0.21,0.3725,0.9042,High (Multi-Source Convergence),Q4: Higher Relative Stress,188,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_049_169,79.728042,13.337422,0.4952,0.2761,0.6977,0.5118,High (Multi-Source Convergence),Q4: Higher Relative Stress,189,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_063_051,78.661921,13.211658,0.4942,0.408,0.7242,0.3504,High (Multi-Source Convergence),Q4: Higher Relative Stress,190,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_054_162,79.66516,13.292506,0.4937,0.1892,0.2918,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,191,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_040_048,78.634972,13.41827,0.4935,0.4599,0.8111,0.2096,High (Multi-Source Convergence),Q4: Higher Relative Stress,192,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_048_044,78.599039,13.346405,0.4934,0.4575,0.9029,0.1199,High (Multi-Source Convergence),Q4: Higher Relative Stress,193,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_053_153,79.584311,13.301489,0.4929,0.5788,0.7683,0.1316,High (Multi-Source Convergence),Q4: Higher Relative Stress,194,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_035_073,78.85955,13.463186,0.4929,0.3914,0.6075,0.4798,High (Multi-Source Convergence),Q4: Higher Relative Stress,195,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_051_168,79.719059,13.319455,0.4928,0.3861,0.7183,0.374,High (Multi-Source Convergence),Q4: Higher Relative Stress,196,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_118_006,78.257679,12.717584,0.4927,0.4672,1.0,0.0108,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,197,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_119_006,78.257679,12.708601,0.4923,0.4774,0.9995,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,198,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_080_033,78.500224,13.058944,0.4921,0.746,0.5819,0.1484,High (Multi-Source Convergence),Q4: Higher Relative Stress,199,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_044_040,78.563106,13.382338,0.4918,0.6648,0.696,0.1146,High (Multi-Source Convergence),Q4: Higher Relative Stress,200,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_080_038,78.54514,13.058944,0.4918,0.5356,0.8473,0.0923,High (Multi-Source Convergence),Q4: Higher Relative Stress,201,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_044_164,79.683126,13.382338,0.4918,0.1509,0.3243,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,202,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_065_057,78.71582,13.193691,0.4917,0.5609,0.6617,0.2525,High (Multi-Source Convergence),Q4: Higher Relative Stress,203,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_070_054,78.688871,13.148776,0.4917,0.4233,0.7372,0.3147,High (Multi-Source Convergence),Q4: Higher Relative Stress,204,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_054_039,78.554123,13.292506,0.4915,0.453,0.9523,0.0691,High (Multi-Source Convergence),Q4: Higher Relative Stress,205,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_052_162,79.66516,13.310472,0.4907,0.2029,0.2692,1.0,High (Multi-Source Convergence),Q4: Higher Relative Stress,206,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_083_051,78.661921,13.031995,0.4903,0.5,0.9697,0.0012,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,207,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_048_040,78.563106,13.346405,0.49,0.4071,1.0,0.0629,High (Multi-Source Convergence),Q4: Higher Relative Stress,208,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_047_045,78.608022,13.355388,0.49,0.4768,0.9057,0.0874,High (Multi-Source Convergence),Q4: Higher Relative Stress,209,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_044_038,78.54514,13.382338,0.4898,0.5023,0.8319,0.1352,High (Multi-Source Convergence),Q4: Higher Relative Stress,210,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_108_018,78.365477,12.807416,0.4896,0.6824,0.4589,0.3275,High (Multi-Source Convergence),Q4: Higher Relative Stress,211,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_050_163,79.674143,13.328439,0.4895,0.2429,0.4419,0.7837,High (Multi-Source Convergence),Q4: Higher Relative Stress,212,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_091_029,78.464292,12.960129,0.4891,0.5528,0.7193,0.1952,High (Multi-Source Convergence),Q4: Higher Relative Stress,213,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_043_087,78.985315,13.391321,0.4889,0.6108,0.6475,0.2083,High (Multi-Source Convergence),Q4: Higher Relative Stress,214,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_105_013,78.320561,12.834365,0.4888,0.6908,0.5956,0.1801,High (Multi-Source Convergence),Q4: Higher Relative Stress,215,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_042_165,79.692109,13.400304,0.4886,0.2941,0.4654,0.7063,High (Multi-Source Convergence),Q4: Higher Relative Stress,216,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_049_168,79.719059,13.337422,0.4886,0.1949,0.271,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,217,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_088_033,78.500224,12.987079,0.4884,0.707,0.6063,0.1519,High (Multi-Source Convergence),Q4: Higher Relative Stress,218,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_044_163,79.674143,13.382338,0.4882,0.1634,0.3013,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,219,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_037_052,78.670904,13.44522,0.4878,0.4289,0.808,0.2266,High (Multi-Source Convergence),Q4: Higher Relative Stress,220,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_079_035,78.518191,13.067927,0.4874,0.5736,0.7006,0.1879,High (Multi-Source Convergence),Q4: Higher Relative Stress,221,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_090_032,78.491241,12.969113,0.4874,0.6149,0.73,0.1172,High (Multi-Source Convergence),Q4: Higher Relative Stress,222,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_046_169,79.728042,13.364371,0.4873,0.2212,0.4229,0.8177,High (Multi-Source Convergence),Q4: Higher Relative Stress,223,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_050_033,78.500224,13.328439,0.4871,0.3974,1.0,0.064,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,224,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_044_166,79.701092,13.382338,0.4866,0.2508,0.3009,0.9081,High (Multi-Source Convergence),Q4: Higher Relative Stress,225,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_112_007,78.266662,12.771483,0.486,0.6963,0.6302,0.1316,High (Multi-Source Convergence),Q4: Higher Relative Stress,226,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_090_039,78.554123,12.969113,0.4856,0.5522,0.6495,0.2551,High (Multi-Source Convergence),Q4: Higher Relative Stress,227,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_072_069,78.823618,13.130809,0.4853,0.4559,1.0,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,228,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_066_071,78.841584,13.184708,0.4849,0.5684,0.5802,0.3062,High (Multi-Source Convergence),Q4: Higher Relative Stress,229,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_043_168,79.719059,13.391321,0.4844,0.1717,0.4089,0.8726,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,230,Pichatur,N/A (Requires Authoritative Settlement Gazetteer),
C_049_038,78.54514,13.337422,0.4837,0.4599,0.915,0.0763,High (Multi-Source Convergence),Q4: Higher Relative Stress,231,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_047_162,79.66516,13.355388,0.4834,0.2546,0.5666,0.6291,High (Multi-Source Convergence),Q4: Higher Relative Stress,232,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_046_166,79.701092,13.364371,0.4831,0.1996,0.2496,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,233,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
C_056_166,79.701092,13.27454,0.4826,0.1825,0.2653,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,234,Vijayapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_079_040,78.563106,13.067927,0.4825,0.5,0.9475,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,235,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_052_036,78.527174,13.310472,0.482,0.3986,0.8695,0.1778,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,236,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_061_100,79.102096,13.229624,0.482,0.5593,0.5635,0.3232,High (Multi-Source Convergence),Q4: Higher Relative Stress,237,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_046_038,78.54514,13.364371,0.4818,0.4786,0.7613,0.2057,High (Multi-Source Convergence),Q4: Higher Relative Stress,238,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_049_157,79.620244,13.337422,0.4818,0.451,0.7166,0.2777,High (Multi-Source Convergence),Q4: Higher Relative Stress,239,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_082_039,78.554123,13.040978,0.4813,0.5,0.944,0.0,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,240,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_045_042,78.581073,13.373354,0.481,0.4885,0.7868,0.1677,High (Multi-Source Convergence),Q4: Higher Relative Stress,241,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_044_051,78.661921,13.382338,0.4809,0.4656,0.8111,0.166,High (Multi-Source Convergence),Q4: Higher Relative Stress,242,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_055_093,79.039214,13.283523,0.4803,0.635,0.5454,0.2603,High (Multi-Source Convergence),Q4: Higher Relative Stress,243,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_089_032,78.491241,12.978096,0.4801,0.6084,0.6067,0.2253,High (Multi-Source Convergence),Q4: Higher Relative Stress,244,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_077_060,78.742769,13.085893,0.4801,0.4399,1.0,0.0003,Moderate (Same-Sensor Spectral Agreement),Q4: Higher Relative Stress,245,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_044_165,79.692109,13.382338,0.48,0.1521,0.2879,1.0,Moderate (Compound Moisture/Vegetation Stress),Q4: Higher Relative Stress,246,Nindra,N/A (Requires Authoritative Settlement Gazetteer),
